old_path,new_path,action,reason,confidence
Resources/_source/skinfit-proposal-v2/proposal.html,04 Clients/SkinFit Wellness/Source/skinfit-proposal-v2/proposal.html,flag-merge-candidate,"moved as a unit with its folder 'Resources/_source/skinfit-proposal-v2/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | MERGE CANDIDATE with 'Resources/_source/skinfit-proposal/proposal.html': Same 7 sections (Where this picks up … What the system runs on); 20 changed text lines — v1 → v2 of the same SkinFit proposal; v1 PDF 'SkinFit Wellness - Patient Communications Proposal.pdf' and v2 PDF both live in Proposals & SO",high
Resources/_source/skinfit-proposal-v2/style.css,04 Clients/SkinFit Wellness/Source/skinfit-proposal-v2/style.css,move,"byte-identical across 4 proposal build kits; KEPT because style.css resolves fonts/ by relative path and each kit's README rebuilds from its own folder. Consolidating breaks 3 of 4 rebuilds. | moved as a unit with its folder 'Resources/_source/skinfit-proposal-v2/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
Resources/_source/skinfit-proposal/README.md,04 Clients/SkinFit Wellness/Source/skinfit-proposal/README.md,flag-merge-candidate,"moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | MERGE CANDIDATE with 'Resources/_source/aurilueur-proposal/README.md': Whole file: 'build kit' rebuild instructions (Chrome headless command, Poppins/palette design system) — Only title line and output PDF path differ. Note: skinfit-proposal-v2/README.md still names the v1 output path",high
Resources/_source/skinfit-proposal/fonts/Poppins-400-normal.ttf,04 Clients/SkinFit Wellness/Source/skinfit-proposal/fonts/Poppins-400-normal.ttf,move,"byte-identical across 4 proposal build kits; KEPT because style.css resolves fonts/ by relative path and each kit's README rebuilds from its own folder. Consolidating breaks 3 of 4 rebuilds. | moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
Resources/_source/skinfit-proposal/fonts/Poppins-500-italic.ttf,04 Clients/SkinFit Wellness/Source/skinfit-proposal/fonts/Poppins-500-italic.ttf,move,"byte-identical across 4 proposal build kits; KEPT because style.css resolves fonts/ by relative path and each kit's README rebuilds from its own folder. Consolidating breaks 3 of 4 rebuilds. | moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
Resources/_source/skinfit-proposal/fonts/Poppins-500-normal.ttf,04 Clients/SkinFit Wellness/Source/skinfit-proposal/fonts/Poppins-500-normal.ttf,move,"byte-identical across 4 proposal build kits; KEPT because style.css resolves fonts/ by relative path and each kit's README rebuilds from its own folder. Consolidating breaks 3 of 4 rebuilds. | moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
Resources/_source/skinfit-proposal/fonts/Poppins-600-normal.ttf,04 Clients/SkinFit Wellness/Source/skinfit-proposal/fonts/Poppins-600-normal.ttf,move,"byte-identical across 4 proposal build kits; KEPT because style.css resolves fonts/ by relative path and each kit's README rebuilds from its own folder. Consolidating breaks 3 of 4 rebuilds. | moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
Resources/_source/skinfit-proposal/proposal.html,04 Clients/SkinFit Wellness/Source/skinfit-proposal/proposal.html,flag-merge-candidate,"moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched | MERGE CANDIDATE with 'Resources/_source/skinfit-proposal-v2/proposal.html': Same 7 sections (Where this picks up … What the system runs on); 20 changed text lines — v1 → v2 of the same SkinFit proposal; v1 PDF 'SkinFit Wellness - Patient Communications Proposal.pdf' and v2 PDF both live in Proposals & SO",high
Resources/_source/skinfit-proposal/style.css,04 Clients/SkinFit Wellness/Source/skinfit-proposal/style.css,move,"byte-identical across 4 proposal build kits; KEPT because style.css resolves fonts/ by relative path and each kit's README rebuilds from its own folder. Consolidating breaks 3 of 4 rebuilds. | moved as a unit with its folder 'Resources/_source/skinfit-proposal/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",medium
Pre-outbound-research/OUTREACH document.md,05 Prospects/Batch 1 Notion Cohort/Outreach 1.md,flag-merge-candidate,content-based routing → 05 Prospects/Batch 1 Notion Cohort | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with '_archive/Valence-Research-Intelligence/OUTREACH document.md': Every clinic's '### ICP Qualification' section (Aura Cutisurg etc.) — Same dossier set; Pre-outbound copy (mod 2026-08-13) adds 11 '(ICP/prestige scoring was RETIRED 2026-07-22)' annotations; _archive copy (mod,medium
Pre-outbound-research/outreach -2.md,05 Prospects/Batch 1 Notion Cohort/Outreach 2.md,flag-merge-candidate,content-based routing → 05 Prospects/Batch 1 Notion Cohort | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with '_archive/Valence-Research-Intelligence/outreach -2.md': '# ICP Qualification' section of Dr. Swetha's Cosmoderm Centre dossier and 8 others — Same pattern as above: 9 RETIRED annotations only in the Pre-outbound copy,high
Pre-outbound-research/outreach 3.md,05 Prospects/Batch 1 Notion Cohort/Outreach 3.md,move,content-based routing → 05 Prospects/Batch 1 Notion Cohort | renamed; 3 file(s) cite the old name in prose — update in the same commit (rule 3),medium
Pre-outbound-research/outreach 4 (1).md,05 Prospects/Batch 1 Notion Cohort/Outreach 4.md,move,content-based routing → 05 Prospects/Batch 1 Notion Cohort | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Pre-outbound-research/outreach-5 (1).md,05 Prospects/Batch 1 Notion Cohort/Outreach 5.md,move,content-based routing → 05 Prospects/Batch 1 Notion Cohort | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Pre-outbound-research/batch3-dental-audit.md,05 Prospects/Batch 3 Aesthetic and Dental/Batch 3 Dental Audit.md,move,content-based routing → 05 Prospects/Batch 3 Aesthetic and Dental | renamed; 4 file(s) cite the old name in prose — update in the same commit (rule 3),medium
handoff-batch3-remaining-8.md,05 Prospects/Batch 3 Aesthetic and Dental/Handoff Batch 3 Remaining 8.md,move,content-based routing → 05 Prospects/Batch 3 Aesthetic and Dental | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Pre-outbound-research/batch3-aesthetic-MASTER.md,05 Prospects/Batch 3 Aesthetic and Dental/batch3-aesthetic-MASTER.md,move,content-based routing → 05 Prospects/Batch 3 Aesthetic and Dental | NAME KEPT: 5 vault files cite `batch3-aesthetic-MASTER.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly,medium
Research-docs/00-BATCH-FULL-REPORT.md,05 Prospects/Batch 3 Remainder/00 Batch 3 Remainder Full Report.md,move,content-based routing → 05 Prospects/Batch 3 Remainder | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Research-docs/01-rua-skin-and-hair-center.md,05 Prospects/Batch 3 Remainder/01 RUA Skin and Hair Center.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/02-skin-and-recon.md,05 Prospects/Batch 3 Remainder/02 Skin and Recon.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/03-koza-aesthetic-care.md,05 Prospects/Batch 3 Remainder/03 Koza Aesthetic Care.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/04-advanced-grohair-gloskin-jayanagar.md,05 Prospects/Batch 3 Remainder/04 Advanced GroHair GloSkin Jayanagar.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/05-ss-aesthetic-clinic.md,05 Prospects/Batch 3 Remainder/05 SS Aesthetic Clinic.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/06-contour-cosmetic-clinic.md,05 Prospects/Batch 3 Remainder/06 Contour Cosmetic Clinic.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/07-sanssouci-wellness-clinic.md,05 Prospects/Batch 3 Remainder/07 Sanssouci Wellness Clinic.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/08-skinfit-wellness.md,05 Prospects/Batch 3 Remainder/08 SkinFit Wellness.md,move,content-based routing → 05 Prospects/Batch 3 Remainder | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | stays with its cohort (Batch 3 remainder set of 10); SkinFit client folder links to it in Phase 4,high
Research-docs/09-sparha-aesthetic-studio.md,05 Prospects/Batch 3 Remainder/09 Sparha Aesthetic Studio.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/10-feather-touch-aesthetic-clinic.md,05 Prospects/Batch 3 Remainder/10 Feather Touch Aesthetic Clinic.md,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Research-docs/batch-comparison-table.csv,05 Prospects/Batch 3 Remainder/batch-comparison-table.csv,move,content-based routing → 05 Prospects/Batch 3 Remainder,high
Pre-outbound-research/batch7/11-gejjes-marvella.md,05 Prospects/Batch 7 (Notion Batch 2)/11 Gejje's Marvella.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/12-haircosmos-international.md,05 Prospects/Batch 7 (Notion Batch 2)/12 Haircosmos International.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/13-ara-skin-clinic.md,05 Prospects/Batch 7 (Notion Batch 2)/13 Ara Skin Clinic.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/14-dr-priyas-skin-and-hair-clinic.md,05 Prospects/Batch 7 (Notion Batch 2)/14 Dr. Priya's Skin and Hair Clinic.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/15-akera-health.md,05 Prospects/Batch 7 (Notion Batch 2)/15 Akera Health.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/16-derma-solutions.md,05 Prospects/Batch 7 (Notion Batch 2)/16 Derma Solutions.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/18-theory-of-skin.md,05 Prospects/Batch 7 (Notion Batch 2)/18 Theory of Skin.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/19-dermatonik.md,05 Prospects/Batch 7 (Notion Batch 2)/19 Dermatonik.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/20-vida-skin-and-hair-transplant.md,05 Prospects/Batch 7 (Notion Batch 2)/20 VIDA Skin and Hair Transplant.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/21-vitals-klinic.md,05 Prospects/Batch 7 (Notion Batch 2)/21 Vitals Klinic.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/22-krity-360.md,05 Prospects/Batch 7 (Notion Batch 2)/22 Krity 360.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/25-project-skin.md,05 Prospects/Batch 7 (Notion Batch 2)/25 Project Skin.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | pre-shop dossier; Notion Batch 2 holds the current state (COHORT-INDEX open question 4),high
Pre-outbound-research/batch7/batch-11-15-summary.md,05 Prospects/Batch 7 (Notion Batch 2)/Batch 11-15 Summary.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
Pre-outbound-research/batch7/BATCH7-CONSOLIDATED-STATE.md,05 Prospects/Batch 7 (Notion Batch 2)/Batch 7 Consolidated State.md,flag-merge-candidate,"content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'Project-Hand-Off/05-CLINIC-INVENTORY.md': '## 1. Send + shop state, all 12' ↔ 'PART A · Batch 2 — the live cohort (12 clinics)'; the five confirmed wedges (Dr. Priya's, Akera Health …) — Same 12-clinic Batch 7/'Batch 2' roster snapshot, 2026-08-13/14, different framing",high
Pre-outbound-research/batch7/BATCH7-FOLLOWUP2-MESSAGES.md,05 Prospects/Batch 7 (Notion Batch 2)/Batch 7 Follow-up 2 Messages.md,flag-merge-candidate,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'Pre-outbound-research/batch7/BATCH7-MASTER-ALL-CLINICS.md': The 12 per-clinic Follow-up 2 message bodies (## 1 · Akera Health … ## 12) are embedded inside the MASTER's per-clinic records — 84% of FOLLOWUP2 text is contained in MASTER; MASTER is the declared precedence file,high
Pre-outbound-research/batch7/go-list-full-report.md,05 Prospects/Batch 7 (Notion Batch 2)/Batch 7 Go List Full Report.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
Pre-outbound-research/batch7/BATCH7-MASTER-ALL-CLINICS.md,05 Prospects/Batch 7 (Notion Batch 2)/Batch 7 Master All Clinics.md,flag-merge-candidate,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | MERGE CANDIDATE with 'Pre-outbound-research/batch7/BATCH7-FOLLOWUP2-MESSAGES.md': The 12 per-clinic Follow-up 2 message bodies (## 1 · Akera Health … ## 12) are embedded inside the MASTER's per-clinic records — 84% of FOLLOWUP2 text is contained in MASTER; MASTER is the declared precedence file,high
Pre-outbound-research/batch7/BATCH7-WEDGE-BRIEF.md,05 Prospects/Batch 7 (Notion Batch 2)/Batch 7 Wedge Brief.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
findings-batch-11-15.md,05 Prospects/Batch 7 (Notion Batch 2)/Findings Batch 11-15.md,flag-merge-candidate,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'findings-batch7-clinics-11-20.md': '## 1. Master table' — clinics #11–15 appear in both; '## 4/6 Provisional wedges' for the same clinics — 11–15 is a subset range of 11–20 for Batch 7; also both carry 'Corrections to' sections aimed at go-list-mystery-shop.md / wedge-signal-entr,high
findings-batch7-clinics-11-20.md,05 Prospects/Batch 7 (Notion Batch 2)/Findings Batch 7 Clinics 11-20.md,flag-merge-candidate,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3) | MERGE CANDIDATE with 'findings-batch-11-15.md': '## 1. Master table' — clinics #11–15 appear in both; '## 4/6 Provisional wedges' for the same clinics — 11–15 is a subset range of 11–20 for Batch 7; also both carry 'Corrections to' sections aimed at go-list-mystery-shop.md / wedge-signal-entr,high
ig-pregate-40-clinics.md,05 Prospects/Batch 7 (Notion Batch 2)/IG Pregate 40 Clinics.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
Pre-outbound-research/batch7/mystery-shop-b7/akera-health.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/akera-health.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/ara-skin.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/ara-skin.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/dermatonik-1.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/dermatonik-1.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/dermatonik-2.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/dermatonik-2.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/dr-priya.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/dr-priya.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/gejjes-marvella.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/gejjes-marvella.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/krity-360-wa.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/krity-360-wa.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/project-skin.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/project-skin.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/theory-of-skin.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/theory-of-skin.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/vida-skin-n-hair.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/vida-skin-n-hair.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/vital-skin-1.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/vital-skin-1.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Pre-outbound-research/batch7/mystery-shop-b7/vital-skin-2.png,05 Prospects/Batch 7 (Notion Batch 2)/Mystery Shop B7/vital-skin-2.png,move,"moved as a unit with its folder 'Pre-outbound-research/batch7/mystery-shop-b7/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
go-list-mystery-shop.md,05 Prospects/Batch 7 (Notion Batch 2)/go-list-mystery-shop.md,move,content-based routing → 05 Prospects/Batch 7 (Notion Batch 2) | NAME KEPT: 5 vault files cite `go-list-mystery-shop.md` in prose; Title-Case rename would force prose edits (rule 2) — propose frontmatter `aliases:` in Phase 3 instead. Flip to rename if you prefer rule 8 strictly,medium
Pre-outbound-research/batch1-2-audit-23-clinics.md,05 Prospects/Karnataka Batches 1-2/Karnataka Batches 1-2 Audit 23 Clinics.md,move,content-based routing → 05 Prospects/Karnataka Batches 1-2 | renamed; 4 file(s) cite the old name in prose — update in the same commit (rule 3),medium
Mystery_Shop_2026-08-15/Aestheticaa_Dr_Madhulika_AcnePeel_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Aestheticaa_Dr_Madhulika_AcnePeel_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15_Part1.jpg,05 Prospects/Mystery Shop 2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15_Part1.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15_Part2.jpg,05 Prospects/Mystery Shop 2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15/Body_Science_The_Aesthetic_Clinic_HairFall_2026-08-15_Part2.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Divine_Aesthetics_AcneTreatment_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Divine_Aesthetics_AcneTreatment_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15_Part1.jpg,05 Prospects/Mystery Shop 2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15_Part1.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15_Part2.jpg,05 Prospects/Mystery Shop 2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15/Dr_Sood_Aesthetics_HairFall_2026-08-15_Part2.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Elixir_Advanced_Aesthetics_HairLoss_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Elixir_Advanced_Aesthetics_HairLoss_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Kavana_Dermo_Glamm_HairFall_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Kavana_Dermo_Glamm_HairFall_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Maya_HairFall_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Maya_HairFall_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Moon_Aesthetic_HairFall_2026-08-15/Moon_Aesthetic_HairFall_2026-08-15_Part1.jpg,05 Prospects/Mystery Shop 2026-08-15/Moon_Aesthetic_HairFall_2026-08-15/Moon_Aesthetic_HairFall_2026-08-15_Part1.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Moon_Aesthetic_HairFall_2026-08-15/Moon_Aesthetic_HairFall_2026-08-15_Part2.jpg,05 Prospects/Mystery Shop 2026-08-15/Moon_Aesthetic_HairFall_2026-08-15/Moon_Aesthetic_HairFall_2026-08-15_Part2.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Regenique_Dermatology_and_Aesthetics_HairThinning_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Regenique_Dermatology_and_Aesthetics_HairThinning_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
Mystery_Shop_2026-08-15/Sun_Light_Skin_Clinic_HairSpa_2026-08-15.jpg,05 Prospects/Mystery Shop 2026-08-15/Sun_Light_Skin_Clinic_HairSpa_2026-08-15.jpg,move,"moved as a unit with its folder 'Mystery_Shop_2026-08-15/' — internal relative paths (fonts, style.css, raw/, scripts, plugin manifest, kit CLAUDE.md) untouched",high
new_leads_1/ADS-PRESENCE-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Ads Presence 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 2 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/CLINIC-CHECK-TABLE-2026-08-15.md,05 Prospects/New Leads 1 Batch 9/Clinic Check Table 2026-08-15.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9 | renamed; 1 file(s) cite the old name in prose — update in the same commit (rule 3),high
new_leads_1/Clinic_Directory_Template csv 3b771d3ba7f680e0b00acf18a11921d5.csv,05 Prospects/New Leads 1 Batch 9/Clinic_Directory_Template csv 3b771d3ba7f680e0b00acf18a11921d5.csv,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
new_leads_1/CONTACT-LIST-BATCH-9-2026-08-19.md,05 Prospects/New Leads 1 Batch 9/Contact List Batch 9 2026-08-19.md,move,content-based routing → 05 Prospects/New Leads 1 Batch 9,high
